survived,pclass,sex,age,sibsp,parch,fare,embarked,family_size,is_alone,age_group,fare_per_person,title,age_group_Child,age_group_Teen,age_group_Adult,age_group_Middle_Age,age_group_Senior,title_child,title_man,title_woman
0,1,male,-0.7592077143441597,3,2,4.3633531475620995,S,2.666916005090936,0,Adult,0.5910862751002981,man,False,False,True,False,False,False,True,False
1,3,female,-0.5805310492667083,0,0,-0.5170124470290295,Q,-0.6223367722723301,1,Adult,-0.3565511516002392,woman,False,False,True,False,False,False,False,True
0,3,male,-0.3303837181582764,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
0,1,male,0.741676272306432,0,0,-0.1374500515613164,C,-0.6223367722723301,1,Middle_Age,0.16641077300800367,man,False,False,False,True,False,False,True,False
1,1,female,0.3843229421515292,1,0,2.1351495664918807,C,0.035513783200323175,0,Adult,1.3666908341870183,woman,False,False,True,False,False,False,False,True
1,3,female,-0.5805310492667083,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
0,2,male,2.5999135891119263,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Senior,-0.2874751389796198,man,False,False,False,False,True,False,True,False
0,1,male,-0.11597172006533471,1,0,0.9041581067130656,C,0.035513783200323175,0,Adult,0.5186594292463778,man,False,False,True,False,False,False,True,False
0,1,male,0.8846176043683931,1,0,0.32700197408377774,S,0.035513783200323175,0,Middle_Age,0.12105591856754198,man,False,False,False,True,False,False,True,False
1,3,male,-0.3303837181582764,0,0,-0.5294467041985125,C,-0.6223367722723301,1,Adult,-0.37368309917479764,man,False,False,True,False,False,False,True,False
0,3,male,-0.6162663822821985,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,female,-0.8306783803751403,2,0,-0.32340532401225514,S,0.6933643386729765,0,Teen,-0.40608092988040867,woman,False,True,False,False,False,False,False,True
1,3,female,-1.1165610444990626,1,0,-0.4526890782099733,C,0.035513783200323175,0,Teen,-0.41607412668486066,child,False,True,False,False,False,True,False,False
0,3,female,0.741676272306432,1,0,-0.48648538919662804,S,0.035513783200323175,0,Middle_Age,-0.4393564434386855,woman,False,False,False,True,False,False,False,True
0,2,female,-0.18744238609631528,1,0,-0.2660164447684875,S,0.035513783200323175,0,Adult,-0.2874751389796198,woman,False,False,True,False,False,False,False,True
0,3,male,-0.3303837181582764,0,0,-0.5166948952305473,C,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
1,2,female,-1.9027383708398486,1,2,0.1276559631426266,C,1.3512148941456297,0,Child,-0.290247878802456,child,True,False,False,False,False,True,False,False
1,3,female,-0.7592077143441597,0,0,-0.5170124470290295,Q,-0.6223367722723301,1,Adult,-0.3565511516002392,woman,False,False,True,False,False,False,False,True
0,3,male,-0.3303837181582764,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,1,0,-0.3712293900487281,Q,0.035513783200323175,0,Adult,-0.359956455641213,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,2,0,-0.2530236025076985,C,0.6933643386729765,0,Adult,-0.3737568983335803,man,False,False,True,False,False,False,True,False
0,3,female,-0.8306783803751403,1,0,-0.32723124929517294,S,0.035513783200323175,0,Teen,-0.3296460868554558,woman,False,True,False,False,False,False,False,True
0,3,male,-1.6168557067159264,4,1,0.09146844885414819,S,2.666916005090936,0,Child,-0.3898824538083102,child,True,False,False,False,False,True,False,False
0,3,male,-0.6162663822821985,0,0,-0.518527513441065,S,-0.6223367722723301,1,Adult,-0.3586386135200931,man,False,False,True,False,False,False,True,False
1,1,female,1.384912266585257,1,0,0.8000623316154372,C,0.035513783200323175,0,Middle_Age,0.4469477323835186,woman,False,False,False,True,False,False,False,True
1,2,female,-0.04450105403435416,1,0,-0.1703683126955415,S,0.035513783200323175,0,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
0,1,male,2.528442923080946,0,1,0.5179003420002463,C,0.035513783200323175,0,Senior,0.2525660195183367,man,False,False,False,False,True,False,True,False
1,1,male,0.741676272306432,0,0,0.011363138243055909,S,-0.6223367722723301,1,Middle_Age,0.3714459215803185,man,False,False,False,True,False,False,True,False
1,2,female,-0.6162663822821985,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,woman,False,False,True,False,False,False,False,True
0,3,male,-0.08023638704984444,0,0,-0.5294467041985125,C,-0.6223367722723301,1,Adult,-0.37368309917479764,man,False,False,True,False,False,False,True,False
1,2,female,-1.7597970387778874,1,2,-0.1368914664700104,S,1.3512148941456297,0,Child,-0.381371390109411,child,True,False,False,False,False,True,False,False
0,3,male,-1.330973042592004,5,2,0.22944087936937277,S,3.9826171160362427,0,Child,-0.40970499571348834,child,True,False,False,False,False,True,False,False
0,3,male,-0.544795716251218,0,0,-0.5294467041985125,C,-0.6223367722723301,1,Adult,-0.37368309917479764,man,False,False,True,False,False,False,True,False
1,1,female,0.5987349402444708,0,0,0.8626315136922753,S,-0.6223367722723301,1,Middle_Age,1.5443254093770087,woman,False,False,False,True,False,False,False,True
0,1,male,1.0990296024613346,1,0,0.9291069654829727,S,0.035513783200323175,0,Middle_Age,0.535846726190023,man,False,False,False,True,False,False,True,False
0,3,male,-1.8312677048088681,3,2,-0.13402202250782205,S,2.666916005090936,0,Child,-0.4416626671506454,child,True,False,False,False,False,True,False,False
1,3,male,-0.3303837181582764,1,1,-0.3760921410833167,C,0.6933643386729765,0,Adult,-0.4302782683469978,man,False,False,True,False,False,False,True,False
1,2,female,-0.04450105403435416,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,woman,False,False,True,False,False,False,False,True
0,3,male,-0.7592077143441597,0,0,-0.5116733682967176,S,-0.6223367722723301,1,Adult,-0.34919495688014807,man,False,False,True,False,False,False,True,False
1,3,female,-0.9021490464061208,4,2,-0.5161363101392413,S,3.324766560563589,0,Teen,-0.5343822735294367,woman,False,True,False,False,False,False,False,True
0,3,male,-0.2589130521272958,2,0,-0.5020282106584818,S,0.6933643386729765,0,Adult,-0.488116601920121,man,False,False,True,False,False,False,True,False
0,2,male,0.1699109440585875,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,3,female,-0.9736197124371013,5,2,0.22944087936937277,S,3.9826171160362427,0,Teen,-0.40970499571348834,woman,False,True,False,False,False,False,False,True
0,2,male,-0.6162663822821985,0,0,0.7382889419974455,S,-0.6223367722723301,1,Adult,1.3730059336314246,man,False,False,True,False,False,False,True,False
0,3,male,-0.2589130521272958,1,0,-0.3912351533531055,C,0.035513783200323175,0,Adult,-0.37373844854388466,man,False,False,True,False,False,False,True,False
1,3,male,0.1699109440585875,0,0,0.4130049485184879,S,-0.6223367722723301,1,Adult,0.9248289137124927,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,0,0,-0.5213969574032534,S,-0.6223367722723301,1,Adult,-0.36259213988345274,man,False,False,True,False,False,False,True,False
1,2,male,-2.0578297161270767,0,2,-0.1129794334517739,S,0.6933643386729765,0,Child,-0.3094391743316177,child,True,False,False,False,False,True,False,False
1,3,female,0.026969611996626397,0,0,-0.4290965099528604,S,-0.6223367722723301,1,Adult,-0.23542037519538467,woman,False,False,True,False,False,False,False,True
0,3,male,-0.544795716251218,0,0,-0.49557196174355794,S,-0.6223367722723301,1,Adult,-0.32701040261321607,man,False,False,True,False,False,False,True,False
1,3,male,-0.04450105403435416,0,0,-0.4860071485362633,S,-0.6223367722723301,1,Adult,-0.3138319814020173,man,False,False,True,False,False,False,True,False
1,3,female,-0.5805310492667083,0,0,-0.5187666337712473,Q,-0.6223367722723301,1,Adult,-0.35896807405037306,woman,False,False,True,False,False,False,False,True
0,1,male,-0.11597172006533471,0,0,0.23326680465229066,S,-0.6223367722723301,1,Adult,0.6771852936801299,man,False,False,True,False,False,False,True,False
1,2,female,-0.9021490464061208,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Teen,-0.2874751389796198,woman,False,True,False,False,False,False,False,True
1,3,female,0.24138161008956807,3,0,-0.36453402080362185,S,1.3512148941456297,0,Adult,-0.4597829963160437,woman,False,False,True,False,False,False,False,True
0,3,male,-0.9736197124371013,1,3,-0.010157691473356942,S,2.009065449618283,0,Teen,-0.38301869276081085,man,False,True,False,False,False,False,True,False
1,1,female,-0.47332505022023746,3,2,4.3633531475620995,S,2.666916005090936,0,Adult,0.5910862751002981,woman,False,False,True,False,False,False,False,True
0,3,male,-0.40185438418925695,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,male,-0.04450105403435416,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,male,-0.6877370483131792,0,0,-0.5174906876893942,S,-0.6223367722723301,1,Adult,-0.3572100726607992,man,False,False,True,False,False,False,True,False
0,1,male,1.1705002684923154,1,0,0.5025162964376336,S,0.035513783200323175,0,Middle_Age,0.24196793318029064,man,False,False,False,True,False,False,True,False
0,3,male,-0.2589130521272958,1,2,-0.2741465359946879,S,1.3512148941456297,0,Adult,-0.42864897620458653,man,False,False,True,False,False,False,True,False
0,3,male,2.0996189268950625,0,0,-0.529048807969089,S,-0.6223367722723301,1,Middle_Age,-0.37313487685241176,man,False,False,False,True,False,False,True,False
0,1,male,2.957266919266829,0,0,-0.00481669977840358,C,-0.6223367722723301,1,Senior,0.3491533042594548,man,False,False,False,False,True,False,True,False
1,1,male,-0.47332505022023746,0,1,0.5442820097886063,C,0.035513783200323175,0,Adult,0.2707403802107009,man,False,False,True,False,False,False,True,False
1,2,female,0.3128522761205486,0,1,-0.2277571919393091,S,0.035513783200323175,0,Adult,-0.26111829655722224,woman,False,False,True,False,False,False,False,True
0,2,male,0.3128522761205486,1,0,-0.1703683126955415,S,0.035513783200323175,0,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
0,3,female,-0.11597172006533471,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,woman,False,False,True,False,False,False,False,True
0,1,male,-0.6162663822821985,0,1,0.8107424020427021,S,0.035513783200323175,0,Adult,0.4543052449457307,man,False,False,True,False,False,False,True,False
0,3,male,0.24138161008956807,0,0,-0.5021869865577229,S,-0.6223367722723301,1,Adult,-0.33612459872288114,man,False,False,True,False,False,False,True,False
0,3,male,0.5272642742134903,2,0,-0.5161363101392413,S,0.6933643386729765,0,Middle_Age,-0.4945959923489604,man,False,False,False,True,False,False,True,False
0,3,male,-0.11597172006533471,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
1,3,female,-0.6162663822821985,0,0,-0.5213969574032534,S,-0.6223367722723301,1,Adult,-0.36259213988345274,woman,False,False,True,False,False,False,False,True
1,3,male,-0.3303837181582764,0,0,-0.5190057541014297,S,-0.6223367722723301,1,Adult,-0.35929753458065306,man,False,False,True,False,False,False,True,False
0,3,male,0.5987349402444708,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Middle_Age,-0.3561136280160274,man,False,False,False,True,False,False,True,False
1,3,female,-0.5805310492667083,1,0,-0.20575812156253154,Q,0.035513783200323175,0,Adult,-0.2459631121643437,woman,False,False,True,False,False,False,False,True
0,1,male,1.2419709345232959,0,0,0.32700197408377774,S,-0.6223367722723301,1,Middle_Age,0.8063338215498779,man,False,False,False,True,False,False,True,False
0,3,female,-1.0808257114835722,1,0,-0.3912351533531055,C,0.035513783200323175,0,Teen,-0.37373844854388466,child,False,True,False,False,False,True,False,False
0,3,male,-0.544795716251218,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,female,-0.6877370483131792,1,0,-0.4797900199515218,S,0.035513783200323175,0,Adult,-0.43474399601476604,woman,False,False,True,False,False,False,False,True
0,3,female,-0.9021490464061208,0,0,-0.39115672188480566,C,-0.6223367722723301,1,Teen,-0.18314684961904362,woman,False,True,False,False,False,False,False,True
0,3,male,-0.6162663822821985,0,0,-0.5161363101392413,S,-0.6223367722723301,1,Adult,-0.3553440082172934,man,False,False,True,False,False,False,True,False
0,3,male,2.921531586251339,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Senior,-0.359956455641213,man,False,False,False,False,True,False,True,False
0,2,male,-0.04450105403435416,1,0,-0.2660164447684875,S,0.035513783200323175,0,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,1,male,-0.40185438418925695,0,1,4.06724183436539,C,0.035513783200323175,0,Adult,2.6977113765180936,man,False,False,True,False,False,False,True,False
0,3,female,-1.9742090368708292,4,2,-0.06945953335858349,S,3.324766560563589,0,Child,-0.44646337773472494,child,True,False,False,False,False,True,False,False
0,2,male,-0.6162663822821985,2,0,0.7382889419974455,S,0.6933643386729765,0,Adult,0.08152065493394568,man,False,False,True,False,False,False,True,False
0,2,male,0.2056462770740778,1,0,-0.09249542948703181,C,0.035513783200323175,0,Adult,-0.16793631585707802,man,False,False,True,False,False,False,True,False
1,2,female,0.2056462770740778,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
0,1,male,1.7422655967401597,0,1,0.8107424020427021,S,0.035513783200323175,0,Middle_Age,0.4543052449457307,man,False,False,False,True,False,False,True,False
1,3,male,-1.2595023765610236,1,0,-0.4526890782099733,C,0.035513783200323175,0,Child,-0.41607412668486066,child,True,False,False,False,False,True,False,False
0,3,male,-0.3303837181582764,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Adult,-0.359956455641213,man,False,False,True,False,False,False,True,False
1,3,male,-0.40185438418925695,0,0,-0.531120546509789,S,-0.6223367722723301,1,Adult,-0.3759893228867574,man,False,False,True,False,False,False,True,False
1,3,female,-0.5805310492667083,1,1,-0.240032673209551,C,0.6933643386729765,0,Adult,-0.36779058777056367,woman,False,False,True,False,False,False,False,True
0,3,male,1.0990296024613346,0,0,-0.534309455233101,S,-0.6223367722723301,1,Middle_Age,-0.3803830085185711,man,False,False,False,True,False,False,True,False
0,3,male,0.24138161008956807,0,0,-0.5166948952305473,C,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
0,3,male,-0.6877370483131792,0,0,-0.5328747332520068,S,-0.6223367722723301,1,Adult,-0.37840624533689127,man,False,False,True,False,False,False,True,False
0,3,female,1.2419709345232959,1,0,-0.39035901646331733,S,0.035513783200323175,0,Middle_Age,-0.37313487685241176,woman,False,False,False,True,False,False,False,True
0,2,male,-0.3303837181582764,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
0,2,male,-0.47332505022023746,0,0,-0.37991806636623454,C,-0.6223367722723301,1,Adult,-0.16766220469588508,man,False,False,True,False,False,False,True,False
1,1,female,-0.7592077143441597,0,2,-0.16494888953228837,S,0.6933643386729765,0,Adult,-0.33330705226792684,woman,False,False,True,False,False,False,False,True
0,1,male,0.5272642742134903,1,0,0.3480445631398259,S,0.035513783200323175,0,Middle_Age,0.13555218189986065,man,False,False,False,True,False,False,True,False
0,3,male,-0.9736197124371013,0,0,-0.4914265716995165,S,-0.6223367722723301,1,Teen,-0.3212988748602825,man,False,True,False,False,False,False,True,False
0,1,male,-0.40185438418925695,0,0,0.8473278125606041,C,-0.6223367722723301,1,Adult,1.5232399354390906,man,False,False,True,False,False,False,True,False
0,3,female,-0.5805310492667083,0,2,-0.3760921410833167,C,0.6933643386729765,0,Adult,-0.4302782683469978,woman,False,False,True,False,False,False,False,True
1,3,female,-0.544795716251218,0,0,-0.5194839947617944,S,-0.6223367722723301,1,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
1,3,female,-0.40185438418925695,1,0,-0.36453402080362185,S,0.035513783200323175,0,Adult,-0.3553440082172934,woman,False,False,True,False,False,False,False,True
0,3,male,-0.7592077143441597,0,0,-0.5386136211763837,Q,-0.6223367722723301,1,Adult,-0.38631329806361053,man,False,False,True,False,False,False,True,False
0,2,male,-0.8306783803751403,0,0,-0.4477478957070849,S,-0.6223367722723301,1,Teen,-0.26111829655722224,man,False,True,False,False,False,False,True,False
0,2,male,-0.7592077143441597,1,1,0.03527517126129241,S,0.6933643386729765,0,Adult,-0.2413506647404241,man,False,False,True,False,False,False,True,False
1,3,male,-0.18744238609631528,0,0,-0.5186078578720063,S,-0.6223367722723301,1,Adult,-0.3587493122582672,man,False,False,True,False,False,False,True,False
0,3,female,-1.4739143746539654,2,2,-0.010157691473356942,S,2.009065449618283,0,Child,-0.38301869276081085,child,True,False,False,False,False,True,False,False
0,2,male,0.491528941198,0,2,-0.1703683126955415,S,0.6933643386729765,0,Middle_Age,-0.33579601675401527,man,False,False,False,True,False,False,True,False
0,2,male,0.8846176043683931,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,man,False,False,False,True,False,False,True,False
0,2,male,1.5278535986472181,0,0,-0.428140028632131,S,-0.6223367722723301,1,Middle_Age,-0.23410253307426476,man,False,False,False,True,False,False,True,False
1,1,female,-0.544795716251218,1,0,0.60629451973678,S,0.035513783200323175,0,Adult,0.3134608682510439,woman,False,False,True,False,False,False,False,True
0,3,male,1.8494715957866306,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Middle_Age,-0.3520494029144937,man,False,False,False,True,False,False,True,False
0,3,male,0.7774116053219222,0,2,-0.39035901646331733,S,0.6933643386729765,0,Middle_Age,-0.43683057937320585,man,False,False,False,True,False,False,True,False
0,3,male,-0.3303837181582764,0,0,-0.5278532063181772,S,-0.6223367722723301,1,Adult,-0.3714875742010119,man,False,False,True,False,False,False,True,False
0,1,male,1.5278535986472181,0,1,0.5064225661514927,C,0.035513783200323175,0,Middle_Age,0.24465896679161742,man,False,False,False,True,False,False,True,False
1,3,female,-0.9736197124371013,0,0,-0.5198034595229181,Q,-0.6223367722723301,1,Teen,-0.360396614909667,woman,False,True,False,False,False,False,False,True
0,3,male,0.026969611996626397,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,0,0,-0.5020282106584818,S,-0.6223367722723301,1,Adult,-0.33590583693077525,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,8,2,0.6627269176598182,S,5.956168782454203,0,Adult,-0.39757485800772585,man,False,False,True,False,False,False,True,False
0,3,male,1.0275589364303541,0,1,-0.3597516141999746,S,0.035513783200323175,0,Middle_Age,-0.3520494029144937,man,False,False,False,True,False,False,True,False
1,2,female,0.741676272306432,0,0,-0.3664469834450808,S,-0.6223367722723301,1,Middle_Age,-0.14910171626203272,woman,False,False,False,True,False,False,False,True
0,3,male,-0.2589130521272958,0,0,-0.5190057541014297,S,-0.6223367722723301,1,Adult,-0.35929753458065306,man,False,False,True,False,False,False,True,False
0,3,male,-0.9021490464061208,0,0,-0.5020282106584818,S,-0.6223367722723301,1,Teen,-0.33590583693077525,man,False,True,False,False,False,False,True,False
0,3,male,-2.04567970290181,4,1,0.09146844885414819,S,2.666916005090936,0,Child,-0.3898824538083102,child,True,False,False,False,False,True,False,False
1,3,male,-1.4739143746539654,0,2,-0.2751030173154174,S,0.6933643386729765,0,Child,-0.3838972541748908,child,True,False,False,False,False,True,False,False
1,1,female,0.3843229421515292,0,1,0.38439085332754536,S,0.035513783200323175,0,Adult,0.16059118220113827,woman,False,False,True,False,False,False,False,True
0,3,female,1.0990296024613346,1,4,-0.13402202250782205,S,2.666916005090936,0,Middle_Age,-0.4416626671506454,woman,False,False,False,True,False,False,False,True
0,1,male,0.741676272306432,0,0,-0.17180303467663569,S,-0.6223367722723301,1,Middle_Age,0.11907915538586218,man,False,False,False,True,False,False,True,False
0,3,male,-0.11597172006533471,0,0,0.4130049485184879,S,-0.6223367722723301,1,Adult,0.9248289137124927,man,False,False,True,False,False,False,True,False
0,1,male,2.2425602589570235,0,0,-0.026896114586122493,S,-0.6223367722723301,1,Senior,0.3187322367355235,man,False,False,False,False,True,False,True,False
0,3,male,-1.8312677048088681,4,1,-0.11058823014995024,Q,2.666916005090936,0,Child,-0.4362814784894058,child,True,False,False,False,False,True,False,False
1,3,female,-2.04567970290181,1,1,-0.45476272971331483,S,0.6933643386729765,0,Child,-0.46640910650103445,child,True,False,False,False,False,True,False,False
0,1,male,1.885206928802121,0,0,-0.08053941297791356,C,-0.6223367722723301,1,Middle_Age,0.2448223792146363,man,False,False,False,True,False,False,True,False
0,3,male,-0.8306783803751403,1,1,-0.5174906876893942,S,0.6933643386729765,0,Teen,-0.4952180138301289,man,False,True,False,False,False,False,True,False
0,3,male,-0.3303837181582764,3,1,-0.18057014246244193,S,2.009065449618283,0,Adult,-0.42997762463109956,man,False,False,True,False,False,False,True,False
0,1,female,1.4563829326162374,0,0,-0.11847920104596832,C,-0.6223367722723301,1,Middle_Age,0.19254885363829524,woman,False,False,False,True,False,False,False,True
0,2,male,0.026969611996626397,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
0,3,male,0.45579360818250975,0,0,-0.6677385994748607,S,-0.6223367722723301,1,Middle_Age,-0.5642219844147939,man,False,False,False,True,False,False,True,False
0,3,female,-0.5805310492667083,8,2,0.6627269176598182,S,5.956168782454203,0,Adult,-0.39757485800772585,woman,False,False,True,False,False,False,False,True
0,2,male,0.026969611996626397,0,0,-0.37983772193529325,C,-0.6223367722723301,1,Adult,-0.16755150595771098,man,False,False,True,False,False,False,True,False
0,3,male,-1.4739143746539654,4,2,-0.06730745038694219,S,3.324766560563589,0,Child,-0.44603978562436497,child,True,False,False,False,False,True,False,False
1,2,male,-2.04567970290181,2,1,0.07831683069411811,S,1.3512148941456297,0,Child,-0.30724277079641793,child,True,False,False,False,False,True,False,False
1,3,female,-1.8312677048088681,0,2,-0.2464085776935336,S,0.6933643386729765,0,Child,-0.370718832963692,child,True,False,False,False,False,True,False,False
0,1,male,0.741676272306432,0,0,0.2887427212545993,S,-0.6223367722723301,1,Middle_Age,0.7536201367050828,man,False,False,False,True,False,False,True,False
1,3,female,-0.5805310492667083,1,0,-0.3712293900487281,Q,0.035513783200323175,0,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
1,1,male,1.0990296024613346,0,0,-0.15984701816751742,S,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,False,False,False,True,False,False,True,False
0,3,male,0.741676272306432,1,1,-0.3712293900487281,Q,0.6933643386729765,0,Middle_Age,-0.4280449652324066,man,False,False,False,True,False,False,True,False
0,3,male,0.45579360818250975,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Middle_Age,-0.3561136280160274,man,False,False,False,True,False,False,True,False
1,2,female,0.1699109440585875,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
0,2,male,-0.7592077143441597,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
1,3,female,-0.7592077143441597,1,0,-0.5174906876893942,S,0.035513783200323175,0,Adult,-0.46071602853779653,woman,False,False,True,False,False,False,False,True
