survived,pclass,sex,age,sibsp,parch,fare,embarked
0,3,male,-0.3303837181582764,0,0,-0.5166948952305473,C
1,2,female,-1.9027383708398486,1,2,0.1276559631426266,C
1,3,female,-0.7592077143441597,0,0,-0.5170124470290295,Q
0,3,male,-0.3303837181582764,0,0,-0.5137451068374177,S
0,3,male,-0.3303837181582764,1,0,-0.3712293900487281,Q
0,3,male,-0.3303837181582764,2,0,-0.2530236025076985,C
0,3,female,-0.8306783803751403,1,0,-0.32723124929517294,S
0,3,male,-1.6168557067159264,4,1,0.09146844885414819,S
0,3,male,-0.6162663822821985,0,0,-0.518527513441065,S
1,1,female,1.384912266585257,1,0,0.8000623316154372,C
1,2,female,-0.04450105403435416,1,0,-0.1703683126955415,S
0,1,male,2.528442923080946,0,1,0.5179003420002463,C
1,1,male,0.741676272306432,0,0,0.011363138243055909,S
1,2,female,-0.6162663822821985,0,0,-0.4668775221216741,S
0,3,male,-0.08023638704984444,0,0,-0.5294467041985125,C
1,2,female,-1.7597970387778874,1,2,-0.1368914664700104,S
0,3,male,-1.330973042592004,5,2,0.22944087936937277,S
0,3,male,-0.544795716251218,0,0,-0.5294467041985125,C
1,1,female,0.5987349402444708,0,0,0.8626315136922753,S
0,1,male,1.0990296024613346,1,0,0.9291069654829727,S
0,3,male,-1.8312677048088681,3,2,-0.13402202250782205,S
1,3,male,-0.3303837181582764,1,1,-0.3760921410833167,C
1,2,female,-0.04450105403435416,0,0,-0.4668775221216741,S
0,3,male,-0.7592077143441597,0,0,-0.5116733682967176,S
1,3,female,-0.9021490464061208,4,2,-0.5161363101392413,S
0,3,male,-0.2589130521272958,2,0,-0.5020282106584818,S
0,2,male,0.1699109440585875,0,0,-0.4668775221216741,S
0,3,female,-0.9736197124371013,5,2,0.22944087936937277,S
0,2,male,-0.6162663822821985,0,0,0.7382889419974455,S
0,3,male,-0.2589130521272958,1,0,-0.3912351533531055,C
1,3,male,0.1699109440585875,0,0,0.4130049485184879,S
0,3,male,-0.3303837181582764,0,0,-0.5213969574032534,S
1,2,male,-2.0578297161270767,0,2,-0.1129794334517739,S
1,3,female,0.026969611996626397,0,0,-0.4290965099528604,S
0,3,male,-0.544795716251218,0,0,-0.49557196174355794,S
1,3,male,-0.04450105403435416,0,0,-0.4860071485362633,S
1,3,female,-0.5805310492667083,0,0,-0.5187666337712473,Q
0,1,male,-0.11597172006533471,0,0,0.23326680465229066,S
1,2,female,-0.9021490464061208,0,0,-0.4668775221216741,S
1,3,female,0.24138161008956807,3,0,-0.36453402080362185,S
0,3,male,-0.9736197124371013,1,3,-0.010157691473356942,S
1,1,female,-0.47332505022023746,3,2,4.3633531475620995,S
0,3,male,-0.40185438418925695,0,0,-0.5137451068374177,S
0,3,male,-0.04450105403435416,0,0,-0.5137451068374177,S
0,3,male,-0.6877370483131792,0,0,-0.5174906876893942,S
0,1,male,1.1705002684923154,1,0,0.5025162964376336,S
0,3,male,-0.2589130521272958,1,2,-0.2741465359946879,S
0,3,male,2.0996189268950625,0,0,-0.529048807969089,S
0,1,male,2.957266919266829,0,0,-0.00481669977840358,C
1,1,male,-0.47332505022023746,0,1,0.5442820097886063,C
1,2,female,0.3128522761205486,0,1,-0.2277571919393091,S
0,2,male,0.3128522761205486,1,0,-0.1703683126955415,S
0,3,female,-0.11597172006533471,0,0,-0.5166948952305473,S
0,1,male,-0.6162663822821985,0,1,0.8107424020427021,S
0,3,male,0.24138161008956807,0,0,-0.5021869865577229,S
0,3,male,0.5272642742134903,2,0,-0.5161363101392413,S
0,3,male,-0.11597172006533471,0,0,-0.5166948952305473,S
1,3,female,-0.6162663822821985,0,0,-0.5213969574032534,S
1,3,male,-0.3303837181582764,0,0,-0.5190057541014297,S
0,3,male,0.5987349402444708,0,0,-0.5166948952305473,S
1,3,female,-0.5805310492667083,1,0,-0.20575812156253154,Q
0,1,male,1.2419709345232959,0,0,0.32700197408377774,S
0,3,female,-1.0808257114835722,1,0,-0.3912351533531055,C
0,3,male,-0.544795716251218,0,0,-0.5137451068374177,S
0,3,female,-0.6877370483131792,1,0,-0.4797900199515218,S
0,3,female,-0.9021490464061208,0,0,-0.39115672188480566,C
0,3,male,-0.6162663822821985,0,0,-0.5161363101392413,S
0,3,male,2.921531586251339,0,0,-0.5194839947617944,Q
0,2,male,-0.04450105403435416,1,0,-0.2660164447684875,S
0,1,male,-0.40185438418925695,0,1,4.06724183436539,C
0,3,female,-1.9742090368708292,4,2,-0.06945953335858349,S
0,2,male,-0.6162663822821985,2,0,0.7382889419974455,S
0,2,male,0.2056462770740778,1,0,-0.09249542948703181,C
1,2,female,0.2056462770740778,0,0,-0.4190534560852011,S
0,1,male,1.7422655967401597,0,1,0.8107424020427021,S
1,3,male,-1.2595023765610236,1,0,-0.4526890782099733,C
0,3,male,-0.3303837181582764,0,0,-0.5194839947617944,Q
1,3,male,-0.40185438418925695,0,0,-0.531120546509789,S
1,3,female,-0.5805310492667083,1,1,-0.240032673209551,C
0,3,male,1.0990296024613346,0,0,-0.534309455233101,S
0,3,male,0.24138161008956807,0,0,-0.5166948952305473,C
0,3,male,-0.6877370483131792,0,0,-0.5328747332520068,S
0,3,female,1.2419709345232959,1,0,-0.39035901646331733,S
0,2,male,-0.3303837181582764,0,0,-0.4190534560852011,S
0,2,male,-0.47332505022023746,0,0,-0.37991806636623454,C
1,1,female,-0.7592077143441597,0,2,-0.16494888953228837,S
0,1,male,0.5272642742134903,1,0,0.3480445631398259,S
0,3,male,-0.9736197124371013,0,0,-0.4914265716995165,S
0,1,male,-0.40185438418925695,0,0,0.8473278125606041,C
0,3,female,-0.5805310492667083,0,2,-0.3760921410833167,C
1,3,female,-0.544795716251218,0,0,-0.5194839947617944,S
1,3,female,-0.40185438418925695,1,0,-0.36453402080362185,S
0,3,male,-0.7592077143441597,0,0,-0.5386136211763837,Q
0,2,male,-0.8306783803751403,0,0,-0.4477478957070849,S
0,2,male,-0.7592077143441597,1,1,0.03527517126129241,S
1,3,male,-0.18744238609631528,0,0,-0.5186078578720063,S
0,3,female,-1.4739143746539654,2,2,-0.010157691473356942,S
0,2,male,0.491528941198,0,2,-0.1703683126955415,S
0,2,male,0.8846176043683931,0,0,-0.4190534560852011,S
0,2,male,1.5278535986472181,0,0,-0.428140028632131,S
1,1,female,-0.544795716251218,1,0,0.60629451973678,S
0,3,male,1.8494715957866306,0,0,-0.5137451068374177,S
0,3,male,0.7774116053219222,0,2,-0.39035901646331733,S
0,3,male,-0.3303837181582764,0,0,-0.5278532063181772,S
0,1,male,1.5278535986472181,0,1,0.5064225661514927,C
1,3,female,-0.9736197124371013,0,0,-0.5198034595229181,Q
0,3,male,0.026969611996626397,0,0,-0.5137451068374177,S
0,3,male,-0.3303837181582764,0,0,-0.5020282106584818,S
0,3,male,-0.3303837181582764,8,2,0.6627269176598182,S
0,3,male,1.0275589364303541,0,1,-0.3597516141999746,S
1,2,female,0.741676272306432,0,0,-0.3664469834450808,S
0,3,male,-0.2589130521272958,0,0,-0.5190057541014297,S
0,3,male,-0.9021490464061208,0,0,-0.5020282106584818,S
0,3,male,-2.04567970290181,4,1,0.09146844885414819,S
1,3,male,-1.4739143746539654,0,2,-0.2751030173154174,S
1,1,female,0.3843229421515292,0,1,0.38439085332754536,S
0,3,female,1.0990296024613346,1,4,-0.13402202250782205,S
0,1,male,0.741676272306432,0,0,-0.17180303467663569,S
0,3,male,-0.11597172006533471,0,0,0.4130049485184879,S
0,1,male,2.2425602589570235,0,0,-0.026896114586122493,S
0,3,male,-1.8312677048088681,4,1,-0.11058823014995024,Q
1,3,female,-2.04567970290181,1,1,-0.45476272971331483,S
0,1,male,1.885206928802121,0,0,-0.08053941297791356,C
0,3,male,-0.8306783803751403,1,1,-0.5174906876893942,S
0,3,male,-0.3303837181582764,3,1,-0.18057014246244193,S
0,1,female,1.4563829326162374,0,0,-0.11847920104596832,C
0,2,male,0.026969611996626397,0,0,-0.4190534560852011,S
0,3,male,0.45579360818250975,0,0,-0.6677385994748607,S
0,3,female,-0.5805310492667083,8,2,0.6627269176598182,S
0,2,male,0.026969611996626397,0,0,-0.37983772193529325,C
0,3,male,-1.4739143746539654,4,2,-0.06730745038694219,S
1,2,male,-2.04567970290181,2,1,0.07831683069411811,S
1,3,female,-1.8312677048088681,0,2,-0.2464085776935336,S
0,1,male,0.741676272306432,0,0,0.2887427212545993,S
1,3,female,-0.5805310492667083,1,0,-0.3712293900487281,Q
1,1,male,1.0990296024613346,0,0,-0.15984701816751742,S
0,3,male,0.741676272306432,1,1,-0.3712293900487281,Q
0,3,male,0.45579360818250975,0,0,-0.5166948952305473,S
1,2,female,0.1699109440585875,0,0,-0.4190534560852011,S
0,2,male,-0.7592077143441597,0,0,-0.4190534560852011,S
1,3,female,-0.7592077143441597,1,0,-0.5174906876893942,S
1,2,male,-1.9027383708398486,1,1,-0.1703683126955415,S
1,1,female,1.0275589364303541,0,0,-0.1374500515613164,C
1,1,female,2.0281482608640817,0,0,2.1351495664918807,C
0,3,male,0.8846176043683931,0,1,-0.5069693931613701,S
0,2,female,-0.40185438418925695,0,0,-0.4190534560852011,S
0,3,male,-0.11597172006533471,0,0,-0.4860071485362633,S
0,3,male,0.3128522761205486,0,0,-0.5434763722109722,S
0,3,male,1.134764935476825,0,0,-0.5295270486294538,C
1,3,male,-0.8306783803751403,0,0,-0.5137451068374177,S
0,3,female,-1.9742090368708292,0,1,-0.46759488311222125,S
0,3,male,0.1699109440585875,1,0,-0.36453402080362185,S
1,3,male,-0.2589130521272958,0,0,-0.3083407432107661,C
1,3,female,-0.9736197124371013,0,0,-0.5194839947617944,Q
1,1,male,0.741676272306432,0,0,-0.0747201806225955,C
0,3,male,-0.40185438418925695,0,0,-0.5328747332520068,S
1,2,female,0.3843229421515292,0,0,-0.2660164447684875,S
0,3,male,-0.544795716251218,0,0,-0.529048807969089,S
0,3,male,-0.3303837181582764,1,0,-0.5194839947617944,Q
1,1,female,0.09844027802760695,1,0,1.4991698326377312,C
1,3,female,-0.18744238609631528,0,0,-0.5161363101392413,S
0,2,male,0.8846176043683931,1,0,-0.1512386862809523,S
1,1,female,0.1699109440585875,0,0,0.7916931200590543,C
0,2,male,0.026969611996626397,0,0,-0.4668775221216741,S
1,3,male,-0.9736197124371013,0,0,-0.5137451068374177,S
0,2,male,-0.18744238609631528,0,0,-0.4190534560852011,S
0,3,male,1.5278535986472181,0,0,-0.5137451068374177,S
1,1,male,0.5987349402444708,1,0,1.0539277778381673,S
0,3,male,-0.544795716251218,0,0,-0.48887659249845167,S
1,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S
0,3,male,-0.6520017152976889,0,0,-0.529048807969089,S
0,2,male,-0.8306783803751403,0,0,-0.4190534560852011,S
0,3,female,-0.5805310492667083,3,1,-0.18057014246244193,S
1,1,female,0.3843229421515292,1,0,0.9291069654829727,S
0,3,male,-0.04450105403435416,0,0,-0.5190057541014297,S
0,2,male,2.0996189268950625,0,0,-0.40948864287790654,S
1,3,female,-1.7597970387778874,4,2,-0.06730745038694219,S
0,2,male,-0.40185438418925695,0,0,-0.4668775221216741,S
0,3,female,-0.5805310492667083,0,0,-0.5233099200447122,S
0,2,male,1.0275589364303541,1,0,-0.1703683126955415,S
1,2,female,-1.5453850406849459,0,2,-0.1655859060918942,S
0,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S
0,2,male,0.24138161008956807,0,0,-0.43292243523577834,S
0,3,female,-0.5805310492667083,1,0,-0.3912351533531055,C
0,2,male,-0.04450105403435416,0,0,-0.4668775221216741,S
0,3,male,-0.544795716251218,0,0,-0.5314400112709127,S
0,3,male,0.026969611996626397,0,0,-0.5295270486294538,C
0,1,male,1.0275589364303541,2,0,1.0539277778381673,Q
0,3,female,-0.3303837181582764,0,0,-0.5190057541014297,S
1,2,female,-0.40185438418925695,0,2,-0.39035901646331733,S
1,1,male,0.5272642742134903,1,1,0.3376036130427431,S
0,2,male,1.7422655967401597,1,0,-0.1703683126955415,S
0,3,male,-0.3303837181582764,0,0,-0.529048807969089,S
0,3,female,-0.04450105403435416,1,1,-0.46759488311222125,S
0,1,male,2.3140309249880042,0,0,-0.15984701816751742,S
0,3,male,0.026969611996626397,1,0,-0.3597516141999746,S
0,3,female,0.8131469383374125,0,2,-0.28108102556997655,S
1,3,female,-0.04450105403435416,0,2,-0.3760921410833167,C
1,1,female,0.3843229421515292,0,0,0.8473278125606041,C
1,1,female,0.026969611996626397,0,0,0.9869740853871052,S
1,1,female,0.3843229421515292,0,0,9.132927597810493,C
1,2,female,1.4563829326162374,0,1,-0.1703683126955415,S
1,3,male,-1.9027383708398486,4,2,-0.06730745038694219,S
0,1,male,1.5993242646781987,1,1,0.8559361444471693,S
0,1,male,0.741676272306432,0,0,-0.6677385994748607,S
0,3,female,-0.5805310492667083,0,0,-0.5194839947617944,Q
0,2,male,0.45579360818250975,0,0,-0.4668775221216741,S
0,3,male,-0.9736197124371013,4,1,0.09146844885414819,S
1,3,male,-0.3303837181582764,1,0,-0.5190057541014297,S
1,1,female,2.0281482608640817,0,1,2.2679416941740347,S
1,1,female,0.3843229421515292,0,0,1.9268757589030405,S
0,1,male,0.741676272306432,0,0,-0.0747201806225955,S
1,3,male,-0.3303837181582764,0,0,-0.6677385994748607,S
1,2,female,0.8131469383374125,0,1,-0.2947108843903713,S
0,1,male,0.5272642742134903,0,1,-0.09958869496156147,C
1,1,female,2.3855015910189845,1,0,0.8235745554416085,S
0,3,female,1.0990296024613346,0,0,-0.5194839947617944,S
0,2,male,0.026969611996626397,0,0,-0.6677385994748607,S
0,3,male,-1.6168557067159264,4,1,-0.11058823014995024,Q
1,3,female,0.3843229421515292,1,1,-0.2803636645794294,S
0,3,male,2.528442923080946,0,0,-0.5194839947617944,Q
0,3,male,-0.11597172006533471,0,0,-0.5174906876893942,S
0,3,male,-0.9736197124371013,0,0,-0.4860071485362633,S
1,3,male,-0.7592077143441597,0,0,-0.5137451068374177,S
0,1,male,0.741676272306432,0,0,-0.1703683126955415,S
0,3,male,0.24138161008956807,0,0,-0.5020282106584818,C
1,3,male,0.026969611996626397,0,0,-0.4860071485362633,S
0,3,male,-0.544795716251218,0,0,-0.5166948952305473,S
1,2,male,0.8846176043683931,0,0,-0.4190534560852011,S
1,3,female,-0.544795716251218,0,0,-0.5194839947617944,Q
1,1,female,-0.2589130521272958,0,0,0.8406324433154977,S
1,1,female,-0.7592077143441597,1,0,1.0745724706647921,C
0,2,male,0.45579360818250975,0,0,-0.42144465938702474,C
0,3,female,-0.40185438418925695,0,0,-0.4984414057057463,S
0,3,male,-0.40185438418925695,0,0,-0.5166948952305473,S
0,3,male,-0.4375897172047472,0,0,-0.5294467041985125,C
0,1,female,-1.9742090368708292,1,2,2.2313562836561327,S
1,1,male,0.741676272306432,0,0,-0.0842849938298901,S
1,1,female,1.4563829326162374,0,1,4.06724183436539,C
1,3,male,-0.3303837181582764,2,0,-0.2229747853356618,Q
0,3,male,-0.7592077143441597,0,0,-0.6677385994748607,S
1,2,female,-0.11597172006533471,0,0,-0.43148771325468405,Q
1,1,male,-2.051397356184288,1,2,2.2313562836561327,S
1,1,female,0.3843229421515292,0,0,1.4534175051419582,C
1,1,female,-0.9021490464061208,1,0,1.4154777170739035,C
0,2,male,0.026969611996626397,1,0,-0.2086275655247199,C
1,1,female,0.026969611996626397,0,0,0.42129572860657083,C
1,1,female,-0.40185438418925695,0,0,0.9230486127974724,C
1,1,female,-0.8306783803751403,2,2,4.351397131052981,C
0,2,female,-0.2589130521272958,1,1,-0.1703683126955415,S
0,2,male,0.9560882703993736,1,1,-0.1655859060918942,S
1,3,female,-0.2589130521272958,0,0,-0.5174906876893942,S
1,2,female,-0.40185438418925695,1,0,-0.1703683126955415,S
0,2,male,1.7422655967401597,0,0,-0.3999238296706119,S
1,1,female,0.09844027802760695,0,2,2.4860997797312927,S
1,1,female,0.741676272306432,1,1,1.905196153287387,C
0,3,male,-0.18744238609631528,0,0,-0.5166948952305473,S
1,2,female,0.026969611996626397,0,0,-0.43148771325468405,Q
1,2,female,-0.544795716251218,1,1,-0.1129794334517739,S
1,1,female,0.45579360818250975,0,0,1.9268757589030405,C
0,3,male,2.2425602589570235,0,0,-0.5484175547138606,S
1,2,female,0.45579360818250975,0,0,-0.4190534560852011,S
1,3,female,0.09844027802760695,1,1,-0.2751030173154174,S
1,1,female,-0.9736197124371013,0,1,0.44138183634188943,C
1,3,female,-0.5805310492667083,2,0,-0.2229747853356618,Q
0,1,male,1.134764935476825,0,0,-0.1225442466590685,S
0,1,male,0.5987349402444708,0,1,2.2679416941740347,S
0,3,male,-0.9736197124371013,2,0,-0.32340532401225514,S
1,1,female,0.3843229421515292,1,0,1.8889359708349862,S
0,1,male,-0.04450105403435416,1,0,0.60629451973678,S
1,1,female,0.8131469383374125,0,0,1.905196153287387,C
1,3,male,1.0990296024613346,0,0,-0.5137451068374177,S
0,1,male,1.0990296024613346,0,0,0.011363138243055909,S
1,2,male,-1.9742090368708292,1,1,-0.1703683126955415,S
1,1,female,-0.40185438418925695,3,2,4.3633531475620995,S
0,2,male,-0.11597172006533471,0,0,-0.4190534560852011,S
0,2,male,0.45579360818250975,0,0,-0.4190534560852011,S
1,2,female,-0.40185438418925695,0,0,-0.4190534560852011,S
1,2,female,0.741676272306432,0,0,-0.4190534560852011,S
1,3,female,-0.5805310492667083,1,0,-0.3597516141999746,S
1,3,male,-1.9027383708398486,1,1,-0.36357753948289245,S
0,3,male,0.8846176043683931,0,0,-0.5020282106584818,S
0,3,male,-0.47332505022023746,0,0,-0.4912677958002753,S
0,1,male,0.741676272306432,0,0,0.0017983250357613083,S
0,3,male,-1.0450903784680818,1,1,-0.5294467041985125,C
0,3,male,-0.3303837181582764,1,0,-0.32723124929517294,S
1,1,female,-0.544795716251218,0,1,0.38439085332754536,S
0,2,female,0.5987349402444708,0,0,-0.4190534560852011,S
0,3,male,0.741676272306432,1,4,-0.13402202250782205,S
0,2,male,-0.04450105403435416,1,0,-0.1374500515613164,C
0,3,female,1.0990296024613346,0,1,-0.3912351533531055,C
0,3,male,0.3843229421515292,0,0,-0.5328747332520068,S
0,3,male,0.026969611996626397,0,0,-0.529048807969089,S
1,1,female,2.171089592926043,1,0,0.7717657882229767,C
1,3,female,-0.5805310492667083,0,0,-0.5294467041985125,C
1,1,female,-0.40185438418925695,0,0,0.6579445110561708,C
1,1,male,-0.3303837181582764,1,0,0.39284040931486935,C
0,3,male,-0.8306783803751403,1,0,-0.5434763722109722,S
0,3,male,-0.7592077143441597,0,0,-0.5137451068374177,S
0,1,male,-0.544795716251218,0,0,1.9268757589030405,C
0,3,female,-1.9027383708398486,3,1,-0.26458172278739334,S
1,1,female,0.3843229421515292,1,0,0.9041581067130656,C
1,3,female,-0.544795716251218,0,0,-0.529048807969089,S
0,1,male,-0.18744238609631528,0,2,3.3781773872107554,C
0,3,male,-0.6877370483131792,0,0,-0.5909809734863216,C
0,3,male,-0.7592077143441597,0,0,-0.5190057541014297,S
1,1,female,0.8846176043683931,0,0,3.684729650504547,C
1,3,female,-2.04567970290181,0,2,-0.3666057593443219,C
0,3,male,0.1699109440585875,0,0,-0.5161363101392413,S
1,1,female,0.3843229421515292,1,0,0.32700197408377774,S
0,2,male,-0.8306783803751403,0,0,0.7382889419974455,S
0,3,male,-2.04567970290181,5,2,0.22944087936937277,S
1,2,female,0.45579360818250975,0,0,-0.4190534560852011,S
0,3,male,-0.3303837181582764,0,0,-0.519881890991218,Q
1,2,female,-0.9021490464061208,0,0,-0.4381830824997903,C
1,1,male,0.45579360818250975,1,2,1.6278165702758434,S
1,3,male,-0.6162663822821985,0,0,-0.5186078578720063,S
0,3,male,-0.11597172006533471,2,0,-0.5161363101392413,S
1,1,female,-0.47332505022023746,1,0,1.4991698326377312,C
1,3,female,-0.40185438418925695,0,2,-0.3482738383512211,S
0,3,male,-0.544795716251218,0,0,-0.5186078578720063,S
0,3,female,0.09844027802760695,0,0,-0.5174906876893942,S
0,2,male,1.1705002684923154,0,0,-0.1703683126955415,S
0,2,male,-0.47332505022023746,0,0,-0.4668775221216741,S
1,2,female,-0.11597172006533471,0,0,-0.4257488253303074,S
1,3,male,0.6702056062754514,0,0,-0.5161363101392413,S
0,3,male,-0.2589130521272958,0,0,-0.5137451068374177,S
0,3,female,-0.6162663822821985,1,0,-0.4797900199515218,S
0,3,male,-0.11597172006533471,1,0,-0.36453402080362185,S
0,3,female,-0.6877370483131792,0,0,-0.5020282106584818,S
0,2,male,0.3128522761205486,1,0,-0.2660164447684875,S
0,3,male,1.5278535986472181,0,0,-0.5194839947617944,S
1,2,male,-1.9027383708398486,1,1,-0.3090581042013132,S
0,3,male,-0.6162663822821985,0,0,-0.5190057541014297,S
0,3,male,-0.3303837181582764,0,0,-0.5365418826356836,Q
1,1,female,0.24138161008956807,1,0,1.0539277778381673,Q
1,3,male,1.0275589364303541,0,0,-0.5161363101392413,S
0,3,female,-0.5805310492667083,0,0,-0.5137451068374177,S
1,2,female,0.3128522761205486,1,1,-0.0460257410007117,S
1,2,female,-0.8306783803751403,0,2,-0.4190534560852011,S
0,3,female,-1.4024437086229846,0,2,-0.20575812156253154,S
0,3,male,-0.6162663822821985,0,0,-0.5198034595229181,Q
0,3,male,-0.04450105403435416,0,0,-0.5170927914599708,S
0,3,female,-0.11597172006533471,1,1,-0.39227197910477624,S
0,3,male,-0.8306783803751403,1,1,-0.28108102556997655,S
1,2,female,-0.11597172006533471,1,0,-0.1703683126955415,S
1,2,female,-0.7592077143441597,0,0,-0.1703683126955415,S
1,3,male,0.1699109440585875,0,0,-0.5137451068374177,S
1,1,male,-0.11597172006533471,0,0,-0.15984701816751742,S
1,2,female,0.8846176043683931,1,0,-0.1703683126955415,S
0,3,male,-0.9021490464061208,0,0,-0.5314400112709127,S
0,1,male,1.4563829326162374,1,0,0.4016075171006756,S
1,1,female,-1.1165610444990626,1,2,1.6278165702758434,S
0,3,female,-0.6162663822821985,2,2,-0.010157691473356942,S
1,2,female,-0.40185438418925695,2,3,-0.3090581042013132,S
0,1,male,2.4569722570499652,1,4,4.3633531475620995,S
0,2,male,0.09844027802760695,0,0,-0.4668775221216741,S
1,2,female,1.0990296024613346,1,1,-0.1655859060918942,S
0,3,male,-0.6877370483131792,0,0,-0.4860071485362633,S
0,3,male,-0.3303837181582764,1,0,-0.5190057541014297,S
1,2,female,-0.11597172006533471,0,0,-0.4190534560852011,S
1,3,male,-0.3303837181582764,0,0,-0.5125495051865058,S
1,1,male,-1.8312677048088681,0,2,0.8981800984585064,S
1,2,female,-1.188031710530043,0,1,-0.2947108843903713,S
1,1,male,0.3128522761205486,0,0,-0.15984701816751742,S
1,3,female,-1.7597970387778874,2,1,-0.29933451509477754,C
1,1,male,1.5993242646781987,0,0,-0.0842849938298901,S
0,2,male,0.45579360818250975,1,2,-0.1368914664700104,S
0,3,male,-0.3303837181582764,1,0,-0.2857830877426825,S
0,1,male,0.026969611996626397,0,0,-0.1368914664700104,C
1,1,male,1.384912266585257,1,0,1.0367914584959785,C
1,3,male,-0.04450105403435416,0,0,-0.5166948952305473,C
0,1,male,2.528442923080946,0,0,-0.15984701816751742,S
1,1,female,0.3843229421515292,1,0,0.32437165045177163,S
1,2,female,1.4563829326162374,0,0,-0.4668775221216741,S
1,1,male,1.3134416005542764,0,0,-0.15984701816751742,S
0,3,male,0.3128522761205486,0,0,-0.5137451068374177,S
0,1,male,1.2419709345232959,0,0,0.06875201748682351,S
0,2,male,1.3134416005542764,0,0,-0.4190534560852011,S
0,3,male,0.5987349402444708,0,0,-0.5328747332520068,S
0,1,male,1.885206928802121,0,0,-0.15984701816751742,S
0,3,male,-0.3303837181582764,0,0,-0.5199622354221591,Q
1,3,female,-2.0635473694095547,2,1,-0.29933451509477754,C
0,3,male,0.5987349402444708,0,0,-0.5020282106584818,S
1,2,female,0.24138161008956807,1,2,-0.1368914664700104,S
1,2,female,-0.47332505022023746,0,0,-0.4039085308527709,C
0,3,female,-0.544795716251218,0,0,-0.4795508996213395,S
0,1,male,0.741676272306432,0,0,0.32700197408377774,S
0,3,male,-0.04450105403435416,1,0,-0.5329550776829481,S
0,3,male,-0.544795716251218,0,0,-0.5238685051360182,S
1,3,female,-1.9742090368708292,0,1,-0.4326833149055959,S
0,3,male,-1.4739143746539654,5,2,0.22944087936937277,S
0,3,male,1.4563829326162374,0,0,-0.5137451068374177,S
1,3,female,2.3855015910189845,0,0,-0.48433330622498677,S
1,1,male,-0.3303837181582764,1,0,1.0745724706647921,C
1,1,female,0.3843229421515292,1,0,1.0539277778381673,S
0,1,male,2.0281482608640817,0,0,-0.09958869496156147,C
1,3,male,-1.4739143746539654,1,1,-0.36357753948289245,S
0,3,male,-0.6162663822821985,0,0,-0.529048807969089,S
0,1,male,1.8137362627711402,0,0,-0.0842849938298901,S
0,1,male,2.957266919266829,0,0,0.2792582524782459,C
0,3,male,-0.3303837181582764,0,0,-0.39115672188480566,C
1,1,female,1.7422655967401597,1,0,0.8294741322278679,C
0,3,male,-0.3303837181582764,0,0,-0.37888124061456374,S
